time_s,symbol,side,qty,price,reason
1772013000,Boom 1000 Index,BUY,0.2,15030.137,signal
1772015700,Boom 1000 Index,CLOSE,0.2,15000.137,stop
1772016300,Boom 1000 Index,BUY,0.2,15017.417,signal
1772020200,Boom 1000 Index,CLOSE,0.2,14987.466999999999,stop
1772020800,Boom 1000 Index,BUY,0.2,15041.956,signal
1772021700,Boom 1000 Index,CLOSE,0.2,15011.956,stop
1772023500,Boom 1000 Index,BUY,0.2,15016.879,signal
1772024400,Boom 1000 Index,CLOSE,0.2,14986.929,stop
1772027400,Boom 1000 Index,BUY,0.2,14990.417000000001,signal
1772030400,Boom 1000 Index,CLOSE,0.2,14960.517,stop
1772032200,Boom 1000 Index,BUY,0.2,14980.240000000002,signal
1772033100,Boom 1000 Index,CLOSE,0.2,14950.34,stop
1772039400,Boom 1000 Index,BUY,0.2,14905.005,signal
1772040300,Boom 1000 Index,CLOSE,0.2,14875.205,stop
1772041500,Boom 1000 Index,BUY,0.2,14910.869,signal
1772042400,Boom 1000 Index,CLOSE,0.2,14881.019,stop
1772044500,Boom 1000 Index,BUY,0.2,14896.359,signal
1772045400,Boom 1000 Index,CLOSE,0.2,14866.559000000001,stop
1772049600,Boom 1000 Index,BUY,0.2,14885.321,signal
1772050500,Boom 1000 Index,CLOSE,0.2,14855.521,stop
1772054700,Boom 1000 Index,BUY,0.2,14838.021999999999,signal
1772057400,Boom 1000 Index,CLOSE,0.2,14808.222,stop
1772059800,Boom 1000 Index,BUY,0.2,14832.386,signal
1772061000,Boom 1000 Index,CLOSE,0.2,14844.586000000001,takeprofit
1772061300,Boom 1000 Index,BUY,0.2,14861.282,signal
1772065200,Boom 1000 Index,CLOSE,0.2,14831.482,stop
1772066400,Boom 1000 Index,BUY,0.2,14860.48,signal
1772067300,Boom 1000 Index,CLOSE,0.2,14830.68,stop
1772071200,Boom 1000 Index,BUY,0.2,14821.582,signal
1772076300,Boom 1000 Index,CLOSE,0.2,14833.782000000001,takeprofit
1772076600,Boom 1000 Index,BUY,0.2,14864.127,signal
1772077500,Boom 1000 Index,CLOSE,0.2,14834.327000000001,stop
1772082300,Boom 1000 Index,BUY,0.2,14838.502999999999,signal
1772085600,Boom 1000 Index,CLOSE,0.2,14808.703,stop
1772090400,Boom 1000 Index,BUY,0.2,14834.877999999999,signal
1772094000,Boom 1000 Index,CLOSE,0.2,14847.078,takeprofit
1772101500,Boom 1000 Index,SELL,0.2,14816.605,signal
1772103300,Boom 1000 Index,CLOSE,0.2,14804.355,takeprofit
1772114700,Boom 1000 Index,SELL,0.2,14816.855,signal
1772117400,Boom 1000 Index,CLOSE,0.2,14804.605,takeprofit
1772117700,Boom 1000 Index,SELL,0.2,14786.516,signal
1772119200,Boom 1000 Index,CLOSE,0.2,14774.216,takeprofit
1772119500,Boom 1000 Index,SELL,0.2,14759.233,signal
1772121900,Boom 1000 Index,CLOSE,0.2,14788.933,stop
1772140800,Boom 1000 Index,SELL,0.2,14683.049,signal
1772141100,Boom 1000 Index,CLOSE,0.2,14712.699,stop
1772142300,Boom 1000 Index,SELL,0.2,14682.061000000002,signal
1772143200,Boom 1000 Index,CLOSE,0.2,14711.661,stop
1772152500,Boom 1000 Index,SELL,0.2,14756.002,signal
1772154900,Boom 1000 Index,CLOSE,0.2,14743.702000000001,takeprofit
1772155200,Boom 1000 Index,SELL,0.2,14728.651,signal
1772157900,Boom 1000 Index,CLOSE,0.2,14716.351,takeprofit
1772158200,Boom 1000 Index,SELL,0.2,14699.43,signal
1772160600,Boom 1000 Index,CLOSE,0.2,14687.08,takeprofit
1772170800,Boom 1000 Index,SELL,0.2,14690.829000000002,signal
1772173500,Boom 1000 Index,CLOSE,0.2,14678.429,takeprofit
1772173800,Boom 1000 Index,SELL,0.2,14663.585000000001,signal
1772178600,Boom 1000 Index,CLOSE,0.2,14651.185,takeprofit
1772196600,Boom 1000 Index,SELL,0.2,14586.012,signal
