time_s,symbol,strategy,signal,confidence,regime_trend,regime_vol,signal_close,next_open,point_size,signal_close_points_1,next_open_points_1,correct_1,signal_close_points_3,next_open_points_3,correct_3,signal_close_points_6,next_open_points_6,correct_6,signal_close_points_12,next_open_points_12,correct_12,mfe_points,mae_points,bars_to_mfe,bars_to_mae,hit_plus_50,bars_to_plus_50,hit_plus_100,bars_to_plus_100,hit_plus_250,bars_to_plus_250,hit_plus_500,bars_to_plus_500
1772454000,Boom 1000 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,14816.826,14816.816,0.0001,-47719.99999999025,-47620.00000000626,False,131330.0000000163,131430.0000000003,True,-2689.9999999841384,-2590.0000000001455,False,224650.00000000146,224749.99999998545,True,403829.9999999981,69279.99999999884,8,2,True,2.0,True,2.0,True,2.0,True,2.0
1772454000,Boom 1000 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,14816.826,14816.816,0.0001,-47719.99999999025,-47620.00000000626,False,131330.0000000163,131430.0000000003,True,-2689.9999999841384,-2590.0000000001455,False,224650.00000000146,224749.99999998545,True,403829.9999999981,69279.99999999884,8,2,True,2.0,True,2.0,True,2.0,True,2.0
1774141200,Boom 1000 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,15110.096,15110.073,0.0001,-42549.999999992,-42319.99999999971,False,142680.0000000003,142909.99999999258,True,236640.0000000067,236869.99999999898,True,-37649.99999999418,-37420.00000000189,False,303539.9999999936,75400.00000000873,5,2,True,2.0,True,2.0,True,2.0,True,2.0
1774141200,Boom 1000 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,15110.096,15110.073,0.0001,-42549.999999992,-42319.99999999971,False,142680.0000000003,142909.99999999258,True,236640.0000000067,236869.99999999898,True,-37649.99999999418,-37420.00000000189,False,303539.9999999936,75400.00000000873,5,2,True,2.0,True,2.0,True,2.0,True,2.0
1774141500,Boom 1000 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,15105.841,15105.817,0.0001,230560.00000000495,230800.00000001746,True,143330.00000000538,143570.0000000179,True,235169.99999999825,235410.00000001077,True,-38029.999999998836,-37789.99999998632,False,346100.0000000058,37789.99999998632,4,12,True,1.0,True,1.0,True,1.0,True,1.0
1774141500,Boom 1000 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,15105.841,15105.817,0.0001,230560.00000000495,230800.00000001746,True,143330.00000000538,143570.0000000179,True,235169.99999999825,235410.00000001077,True,-38029.999999998836,-37789.99999998632,False,346100.0000000058,37789.99999998632,4,12,True,1.0,True,1.0,True,1.0,True,1.0
1774798500,Boom 1000 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,14138.759,14138.753,0.0001,-41239.99999999796,-41180.00000000393,False,84770.00000000771,84830.00000000175,True,287340.0000000038,287399.9999999978,True,258040.00000000087,258099.9999999949,True,488959.9999999882,114600.00000000946,7,3,True,3.0,True,3.0,True,3.0,True,3.0
1774798500,Boom 1000 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,14138.759,14138.753,0.0001,-41239.99999999796,-41180.00000000393,False,84770.00000000771,84830.00000000175,True,287340.0000000038,287399.9999999978,True,258040.00000000087,258099.9999999949,True,488959.9999999882,114600.00000000946,7,3,True,3.0,True,3.0,True,3.0,True,3.0
1775653500,Boom 1000 Index,RSI_EMA,SELL,0.62,RANGE,LOW_VOL,14276.887,14276.877,0.0001,43250.000000007276,43150.00000000509,True,129980.00000001412,129880.00000001193,True,-336849.9999999949,-336949.9999999971,False,-408539.9999999936,-408639.99999999575,False,147659.99999999622,551970.0000000012,4,9,True,1.0,True,1.0,True,1.0,True,1.0
1775653500,Boom 1000 Index,FINAL_ENSEMBLE,SELL,1.0,RANGE,LOW_VOL,14276.887,14276.877,0.0001,43250.000000007276,43150.00000000509,True,129980.00000001412,129880.00000001193,True,-336849.9999999949,-336949.9999999971,False,-408539.9999999936,-408639.99999999575,False,147659.99999999622,551970.0000000012,4,9,True,1.0,True,1.0,True,1.0,True,1.0
1777835400,Boom 1000 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,14256.788,14256.771,0.0001,-40470.0000000048,-40300.00000000655,False,360.0000000005821,529.9999999988358,True,-28630.000000011933,-28460.00000001368,False,-173160.00000000713,-172990.00000000888,False,25769.99999999316,190290.0000000045,3,12,True,2.0,True,2.0,True,2.0,True,2.0
1777835400,Boom 1000 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,14256.788,14256.771,0.0001,-40470.0000000048,-40300.00000000655,False,360.0000000005821,529.9999999988358,True,-28630.000000011933,-28460.00000001368,False,-173160.00000000713,-172990.00000000888,False,25769.99999999316,190290.0000000045,3,12,True,2.0,True,2.0,True,2.0,True,2.0
