time_s,symbol,side,qty,price,reason
1772280600,Boom 300 Index,BUY,0.5,2212.186,signal
1772281200,Boom 300 Index,CLOSE,0.5,2201.091,stop
1772283900,Boom 300 Index,BUY,0.5,2192.877,signal
1772285100,Boom 300 Index,CLOSE,0.5,2181.787,stop
1772286000,Boom 300 Index,BUY,0.5,2187.335,signal
1772288400,Boom 300 Index,CLOSE,0.5,2176.25,stop
1772289300,Boom 300 Index,BUY,0.5,2181.889,signal
1772289900,Boom 300 Index,CLOSE,0.5,2198.804,takeprofit
1772298000,Boom 300 Index,BUY,0.5,2150.5899999999997,signal
1772298900,Boom 300 Index,CLOSE,0.5,2139.5249999999996,stop
1772300100,Boom 300 Index,BUY,0.5,2133.8790000000004,signal
1772301000,Boom 300 Index,CLOSE,0.5,2150.819,takeprofit
1772301300,Boom 300 Index,BUY,0.5,2150.913,signal
1772302500,Boom 300 Index,CLOSE,0.5,2167.8430000000003,takeprofit
1772302800,Boom 300 Index,BUY,0.5,2167.487,signal
1772303100,Boom 300 Index,CLOSE,0.5,2156.4120000000003,stop
1772304000,Boom 300 Index,BUY,0.5,2178.646,signal
1772309400,Boom 300 Index,CLOSE,0.5,2195.561,takeprofit
1772309700,Boom 300 Index,BUY,0.5,2199.855,signal
1772310000,Boom 300 Index,CLOSE,0.5,2188.765,stop
1772310600,Boom 300 Index,BUY,0.5,2206.661,signal
1772310600,Boom 300 Index,CLOSE,0.5,2223.5609999999997,takeprofit
1772310900,Boom 300 Index,BUY,0.5,2235.261,signal
1772314200,Boom 300 Index,CLOSE,0.5,2224.1510000000003,stop
1772319300,Boom 300 Index,BUY,0.5,2191.463,signal
1772320800,Boom 300 Index,CLOSE,0.5,2208.373,takeprofit
1772321100,Boom 300 Index,BUY,0.5,2207.76,signal
1772322300,Boom 300 Index,CLOSE,0.5,2196.665,stop
1772322600,Boom 300 Index,BUY,0.5,2215.9930000000004,signal
1772323200,Boom 300 Index,CLOSE,0.5,2204.893,stop
1772323800,Boom 300 Index,BUY,0.5,2204.137,signal
1772324100,Boom 300 Index,CLOSE,0.5,2193.047,stop
1772325900,Boom 300 Index,BUY,0.5,2180.375,signal
1772326500,Boom 300 Index,CLOSE,0.5,2169.295,stop
1772328300,Boom 300 Index,BUY,0.5,2157.92,signal
1772329200,Boom 300 Index,CLOSE,0.5,2146.8500000000004,stop
1772330700,Boom 300 Index,BUY,0.5,2137.57,signal
1772333400,Boom 300 Index,CLOSE,0.5,2126.5099999999998,stop
1772336100,Boom 300 Index,BUY,0.5,2111.672,signal
1772337300,Boom 300 Index,CLOSE,0.5,2128.622,takeprofit
1772337600,Boom 300 Index,BUY,0.5,2139.0190000000002,signal
1772337900,Boom 300 Index,CLOSE,0.5,2127.959,stop
1772341500,Boom 300 Index,SELL,0.5,2125.8219999999997,signal
1772342100,Boom 300 Index,CLOSE,0.5,2136.882,stop
1772342700,Boom 300 Index,SELL,0.5,2132.355,signal
1772348100,Boom 300 Index,CLOSE,0.5,2115.4100000000003,takeprofit
1772348400,Boom 300 Index,SELL,0.5,2110.585,signal
1772350500,Boom 300 Index,CLOSE,0.5,2093.63,takeprofit
1772380500,Boom 300 Index,SELL,0.5,2015.949,signal
1772380500,Boom 300 Index,CLOSE,0.5,2026.949,stop
1772381700,Boom 300 Index,SELL,0.5,2051.508,signal
1772386500,Boom 300 Index,CLOSE,0.5,2034.5230000000001,takeprofit
1772386800,Boom 300 Index,SELL,0.5,2032.57,signal
1772390100,Boom 300 Index,CLOSE,0.5,2015.575,takeprofit
1772390700,Boom 300 Index,SELL,0.5,2011.325,signal
1772396100,Boom 300 Index,CLOSE,0.5,2022.325,stop
1772398800,Boom 300 Index,SELL,0.5,2028.8939999999998,signal
1772400000,Boom 300 Index,CLOSE,0.5,2039.904,stop
1772400600,Boom 300 Index,SELL,0.5,2042.491,signal
1772404800,Boom 300 Index,CLOSE,0.5,2025.5010000000002,takeprofit
1772405100,Boom 300 Index,SELL,0.5,2023.2369999999999,signal
1772407200,Boom 300 Index,CLOSE,0.5,2034.247,stop
1772407800,Boom 300 Index,SELL,0.5,2032.4989999999998,signal
1772413200,Boom 300 Index,CLOSE,0.5,2015.504,takeprofit
1772415600,Boom 300 Index,SELL,0.5,2016.06,signal
1772415600,Boom 300 Index,CLOSE,0.5,2027.06,stop
1772417400,Boom 300 Index,SELL,0.5,2035.734,signal
1772418900,Boom 300 Index,CLOSE,0.5,2018.739,takeprofit
1772420400,Boom 300 Index,SELL,0.5,2039.0759999999998,signal
1772422200,Boom 300 Index,CLOSE,0.5,2050.0910000000003,stop
1772424000,Boom 300 Index,SELL,0.5,2068.281,signal
1772424000,Boom 300 Index,CLOSE,0.5,2079.3109999999997,stop
1772424900,Boom 300 Index,SELL,0.5,2090.357,signal
1772427600,Boom 300 Index,CLOSE,0.5,2073.392,takeprofit
1772427900,Boom 300 Index,SELL,0.5,2069.1020000000003,signal
1772429700,Boom 300 Index,CLOSE,0.5,2052.1270000000004,takeprofit
1772430600,Boom 300 Index,SELL,0.5,2061.1969999999997,signal
1772433600,Boom 300 Index,CLOSE,0.5,2044.2169999999999,takeprofit
1772433900,Boom 300 Index,SELL,0.5,2040.3509999999999,signal
1772434200,Boom 300 Index,CLOSE,0.5,2051.361,stop
1772434800,Boom 300 Index,SELL,0.5,2045.387,signal
1772436600,Boom 300 Index,CLOSE,0.5,2056.407,stop
1772442000,Boom 300 Index,SELL,0.5,2074.568,signal
1772444400,Boom 300 Index,CLOSE,0.5,2057.5930000000003,takeprofit
1772444700,Boom 300 Index,SELL,0.5,2056.0089999999996,signal
1772446200,Boom 300 Index,CLOSE,0.5,2039.024,takeprofit
1772446500,Boom 300 Index,SELL,0.5,2036.686,signal
1772448600,Boom 300 Index,CLOSE,0.5,2019.691,takeprofit
1772448900,Boom 300 Index,SELL,0.5,2016.538,signal
1772450700,Boom 300 Index,CLOSE,0.5,1999.533,takeprofit
1772451000,Boom 300 Index,SELL,0.5,1994.9810000000002,signal
1772452800,Boom 300 Index,CLOSE,0.5,1977.9660000000001,takeprofit
1772453100,Boom 300 Index,SELL,0.5,1973.529,signal
1772455200,Boom 300 Index,CLOSE,0.5,1956.504,takeprofit
1772455500,Boom 300 Index,SELL,0.5,1954.767,signal
1772459400,Boom 300 Index,CLOSE,0.5,1965.7369999999999,stop
