time_s,symbol,strategy,signal,confidence,regime_trend,regime_vol,signal_close,next_open,point_size,signal_close_points_1,next_open_points_1,correct_1,signal_close_points_3,next_open_points_3,correct_3,signal_close_points_6,next_open_points_6,correct_6,signal_close_points_12,next_open_points_12,correct_12,mfe_points,mae_points,bars_to_mfe,bars_to_mae,hit_plus_50,bars_to_plus_50,hit_plus_100,bars_to_plus_100,hit_plus_250,bars_to_plus_250,hit_plus_500,bars_to_plus_500
1775614800,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9066.737,9066.736,0.001,5885.000000000218,5885.999999998603,True,-148.99999999943248,-148.00000000104774,False,22524.00000000125,22524.999999999636,True,3838.000000001557,3838.999999999942,True,26033.99999999965,1730.0000000013824,5,1,True,1.0,True,1.0,True,1.0,True,1.0
1775614800,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9066.737,9066.736,0.001,5885.000000000218,5885.999999998603,True,-148.99999999943248,-148.00000000104774,False,22524.00000000125,22524.999999999636,True,3838.000000001557,3838.999999999942,True,26033.99999999965,1730.0000000013824,5,1,True,1.0,True,1.0,True,1.0,True,1.0
1778548500,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9394.871,9394.858,0.001,-3446.9999999982974,-3433.999999999287,False,-9722.999999999956,-9710.000000000946,False,-13906.999999999243,-13894.000000000233,False,-16769.999999998618,-16756.999999999607,False,0.0,20466.00000000035,1,9,False,,False,,False,,False,
1778548500,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9394.871,9394.858,0.001,-3446.9999999982974,-3433.999999999287,False,-9722.999999999956,-9710.000000000946,False,-13906.999999999243,-13894.000000000233,False,-16769.999999998618,-16756.999999999607,False,0.0,20466.00000000035,1,9,False,,False,,False,,False,
1779812400,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9248.088,9248.071,0.001,-3025.99999999984,-3009.0000000000146,False,-3138.999999999214,-3121.999999999389,False,-9781.999999999243,-9764.999999999418,False,-14338.999999999942,-14322.000000000116,False,0.0,16327.99999999952,1,9,False,,False,,False,,False,
1779812400,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9248.088,9248.071,0.001,-3025.99999999984,-3009.0000000000146,False,-3138.999999999214,-3121.999999999389,False,-9781.999999999243,-9764.999999999418,False,-14338.999999999942,-14322.000000000116,False,0.0,16327.99999999952,1,9,False,,False,,False,,False,
1780268400,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9251.515,9251.504,0.001,-3231.999999999971,-3221.000000001368,False,-9155.99999999904,-9145.000000000437,False,6524.0000000012515,6534.9999999998545,True,-1302.9999999998836,-1292.0000000012806,False,10574.999999998909,10625.0,5,4,True,4.0,True,4.0,True,4.0,True,4.0
1780268400,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9251.515,9251.504,0.001,-3231.999999999971,-3221.000000001368,False,-9155.99999999904,-9145.000000000437,False,6524.0000000012515,6534.9999999998545,True,-1302.9999999998836,-1292.0000000012806,False,10574.999999998909,10625.0,5,4,True,4.0,True,4.0,True,4.0,True,4.0
1780723800,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9154.47,9154.451,0.001,-2920.9999999984575,-2901.9999999982247,False,2543.999999999869,2563.000000000102,True,12068.00000000112,12087.000000001353,True,123.99999999979627,143.0000000000291,True,16885.00000000022,7302.999999999884,5,3,True,3.0,True,3.0,True,3.0,True,3.0
1780723800,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9154.47,9154.451,0.001,-2920.9999999984575,-2901.9999999982247,False,2543.999999999869,2563.000000000102,True,12068.00000000112,12087.000000001353,True,123.99999999979627,143.0000000000291,True,16885.00000000022,7302.999999999884,5,3,True,3.0,True,3.0,True,3.0,True,3.0
1782647400,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,8636.828,8636.823,0.001,1810.9999999996944,1815.999999998894,True,9962.999999999738,9967.999999998938,True,9197.000000000116,9201.999999999316,True,4876.000000000204,4880.999999999403,True,11550.999999999476,494.00000000059663,6,1,True,1.0,True,1.0,True,1.0,True,1.0
1782647400,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,8636.828,8636.823,0.001,1810.9999999996944,1815.999999998894,True,9962.999999999738,9967.999999998938,True,9197.000000000116,9201.999999999316,True,4876.000000000204,4880.999999999403,True,11550.999999999476,494.00000000059663,6,1,True,1.0,True,1.0,True,1.0,True,1.0
1785411600,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9203.85,9203.845,0.001,-3129.000000000815,-3123.9999999997963,False,-9441.000000000713,-9435.999999999694,False,-18713.99999999994,-18708.999999998923,False,-37256.00000000122,-37251.000000000204,False,0.0,37251.000000000204,1,12,False,,False,,False,,False,
1785411600,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9203.85,9203.845,0.001,-3129.000000000815,-3123.9999999997963,False,-9441.000000000713,-9435.999999999694,False,-18713.99999999994,-18708.999999998923,False,-37256.00000000122,-37251.000000000204,False,0.0,37251.000000000204,1,12,False,,False,,False,,False,
1787621700,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,8992.308,8992.291,0.001,-3167.0000000012806,-3149.999999999636,False,-9146.00000000064,-9128.999999998996,False,-10128.000000000611,-10110.999999998967,False,-28196.00000000173,-28179.000000000087,False,0.0,28179.000000000087,1,12,False,,False,,False,,False,
1787621700,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,8992.308,8992.291,0.001,-3167.0000000012806,-3149.999999999636,False,-9146.00000000064,-9128.999999998996,False,-10128.000000000611,-10110.999999998967,False,-28196.00000000173,-28179.000000000087,False,0.0,28179.000000000087,1,12,False,,False,,False,,False,
1787622000,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,8989.141,8989.121,0.001,-2868.000000000393,-2847.9999999999563,False,-817.9999999993015,-797.999999998865,False,-10081.000000000131,-10060.999999999694,False,-27934.99999999949,-27914.999999999054,False,0.0,27914.999999999054,1,12,False,,False,,False,,False,
1787622000,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,8989.141,8989.121,0.001,-2868.000000000393,-2847.9999999999563,False,-817.9999999993015,-797.999999998865,False,-10081.000000000131,-10060.999999999694,False,-27934.99999999949,-27914.999999999054,False,0.0,27914.999999999054,1,12,False,,False,,False,,False,
1788088200,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9291.42,9291.405,0.001,-3014.999999999418,-3000.0,False,17444.99999999971,17459.999999999127,True,27396.00000000064,27411.00000000006,True,22890.99999999962,22905.99999999904,True,37279.999999998836,6153.000000000247,8,2,True,2.0,True,2.0,True,2.0,True,2.0
1788088200,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9291.42,9291.405,0.001,-3014.999999999418,-3000.0,False,17444.99999999971,17459.999999999127,True,27396.00000000064,27411.00000000006,True,22890.99999999962,22905.99999999904,True,37279.999999998836,6153.000000000247,8,2,True,2.0,True,2.0,True,2.0,True,2.0
1788314700,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9363.017,9363.003,0.001,-3325.0000000007276,-3311.0000000015134,False,-3104.9999999995634,-3091.0000000003492,False,-12068.999999999505,-12055.000000000291,False,-18362.999999999374,-18349.00000000016,False,0.0,18349.00000000016,1,12,False,,False,,False,,False,
1788314700,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9363.017,9363.003,0.001,-3325.0000000007276,-3311.0000000015134,False,-3104.9999999995634,-3091.0000000003492,False,-12068.999999999505,-12055.000000000291,False,-18362.999999999374,-18349.00000000016,False,0.0,18349.00000000016,1,12,False,,False,,False,,False,
1788315000,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9359.692,9359.686,0.001,-3007.999999999811,-3002.0000000004075,False,-2875.0,-2869.0000000005966,False,-10989.999999999782,-10984.000000000378,False,-18051.99999999968,-18046.000000000276,False,1497.0000000012078,18046.000000000276,2,12,True,2.0,True,2.0,True,2.0,True,2.0
1788315000,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9359.692,9359.686,0.001,-3007.999999999811,-3002.0000000004075,False,-2875.0,-2869.0000000005966,False,-10989.999999999782,-10984.000000000378,False,-18051.99999999968,-18046.000000000276,False,1497.0000000012078,18046.000000000276,2,12,True,2.0,True,2.0,True,2.0,True,2.0
1788715200,Boom 900 Index,RSI_EMA,BUY,0.62,RANGE,LOW_VOL,9494.086,9494.068,0.001,-3087.999999999738,-3069.999999999709,False,-9774.999999999636,-9756.999999999607,False,-19130.999999999403,-19112.999999999374,False,-31424.999999999272,-31406.999999999243,False,0.0,31406.999999999243,1,12,False,,False,,False,,False,
1788715200,Boom 900 Index,FINAL_ENSEMBLE,BUY,1.0,RANGE,LOW_VOL,9494.086,9494.068,0.001,-3087.999999999738,-3069.999999999709,False,-9774.999999999636,-9756.999999999607,False,-19130.999999999403,-19112.999999999374,False,-31424.999999999272,-31406.999999999243,False,0.0,31406.999999999243,1,12,False,,False,,False,,False,
