prev_time,time,prev_dt,dt,delta_s,expected_s,missing_bars,first_missing_time,last_missing_time,first_missing_dt,last_missing_dt,missing_times_utc
1770513900.0,1770514500,2026-02-08 01:25:00+00:00,2026-02-08 01:35:00+00:00,600.0,300,1,1770514200,1770514200,2026-02-08 01:30:00+00:00,2026-02-08 01:30:00+00:00,2026-02-08T01:30:00+00:00
