prev_time,time,prev_dt,dt,delta_s,expected_s,missing_bars,first_missing_time,last_missing_time,first_missing_dt,last_missing_dt,missing_times_utc
1789153200.0,1789164000,2026-09-11 19:00:00+00:00,2026-09-11 22:00:00+00:00,10800.0,3600,2,1789156800,1789160400,2026-09-11 20:00:00+00:00,2026-09-11 21:00:00+00:00,2026-09-11T20:00:00+00:00|2026-09-11T21:00:00+00:00
1789164000.0,1789174800,2026-09-11 22:00:00+00:00,2026-09-12 01:00:00+00:00,10800.0,3600,2,1789167600,1789171200,2026-09-11 23:00:00+00:00,2026-09-12 00:00:00+00:00,2026-09-11T23:00:00+00:00|2026-09-12T00:00:00+00:00
1789178400.0,1789189200,2026-09-12 02:00:00+00:00,2026-09-12 05:00:00+00:00,10800.0,3600,2,1789182000,1789185600,2026-09-12 03:00:00+00:00,2026-09-12 04:00:00+00:00,2026-09-12T03:00:00+00:00|2026-09-12T04:00:00+00:00
1789192800.0,1789200000,2026-09-12 06:00:00+00:00,2026-09-12 08:00:00+00:00,7200.0,3600,1,1789196400,1789196400,2026-09-12 07:00:00+00:00,2026-09-12 07:00:00+00:00,2026-09-12T07:00:00+00:00
