time_s,symbol,side,qty,price,reason
1770320400,Boom 600 Index,SELL,0.2,5787.245,signal
1770323400,Boom 600 Index,CLOSE,0.2,5770.015,takeprofit
1770323700,Boom 600 Index,SELL,0.2,5767.603999999999,signal
1770326100,Boom 600 Index,CLOSE,0.2,5750.374,takeprofit
1770326400,Boom 600 Index,SELL,0.2,5748.424,signal
1770327000,Boom 600 Index,CLOSE,0.2,5759.194,stop
1770333000,Boom 600 Index,SELL,0.2,5739.847,signal
1770336900,Boom 600 Index,CLOSE,0.2,5750.607,stop
1770344400,Boom 600 Index,SELL,0.2,5735.754,signal
1770345000,Boom 600 Index,CLOSE,0.2,5746.519,stop
1770357300,Boom 600 Index,SELL,0.2,5741.461,signal
1770359400,Boom 600 Index,CLOSE,0.2,5724.2210000000005,takeprofit
1770360600,Boom 600 Index,SELL,0.2,5720.724,signal
1770360900,Boom 600 Index,CLOSE,0.2,5731.484,stop
1770374700,Boom 600 Index,SELL,0.2,5734.207,signal
1770378300,Boom 600 Index,CLOSE,0.2,5744.967000000001,stop
1770385800,Boom 600 Index,SELL,0.2,5771.668,signal
1770389700,Boom 600 Index,CLOSE,0.2,5754.438,takeprofit
1770390000,Boom 600 Index,SELL,0.2,5752.887,signal
1770391800,Boom 600 Index,CLOSE,0.2,5735.652,takeprofit
1770392100,Boom 600 Index,SELL,0.2,5733.864,signal
1770394500,Boom 600 Index,CLOSE,0.2,5716.624,takeprofit
1770396300,Boom 600 Index,SELL,0.2,5714.562,signal
1770397800,Boom 600 Index,CLOSE,0.2,5725.322,stop
1770419400,Boom 600 Index,SELL,0.2,5767.516,signal
1770419400,Boom 600 Index,CLOSE,0.2,5778.286,stop
1770421500,Boom 600 Index,SELL,0.2,5768.51,signal
1770423300,Boom 600 Index,CLOSE,0.2,5779.280000000001,stop
1770427200,Boom 600 Index,SELL,0.2,5745.2789999999995,signal
1770427200,Boom 600 Index,CLOSE,0.2,5756.049,stop
1770433500,Boom 600 Index,SELL,0.2,5742.527,signal
1770435900,Boom 600 Index,CLOSE,0.2,5753.287,stop
1770441000,Boom 600 Index,SELL,0.2,5737.579,signal
